AZUAY;PAUTE;TOMEBAMBA;10561
AZUAY;PAUTE;DUG DUG;10562
AZUAY;PUCARA; PUCARA;10650
AZUAY;PUCARA;SAN RAFAEL DE SHARUG;10652
AZUAY;SAN FERNANDO; SAN FERNANDO;10750
AZUAY;SAN FERNANDO;CHUMBLIN;10751
AZUAY;SANTA ISABEL; SANTA ISABEL;10850
AZUAY;SANTA ISABEL;ABDON CALDERON  (LA UNION) ;10851
AZUAY;SANTA ISABEL;EL CARMEN DE PIJILI;10852
AZUAY;SANTA ISABEL;ZHAGLLI (SHAGLLI);10853
AZUAY;SIGSIG; SIGSIG;10950
AZUAY;SIGSIG;CUCHIL (CUTCHIL) ;10951
AZUAY;SIGSIG;JIMA (GIMA);10952
AZUAY;SIGSIG;GUEL;10953
AZUAY;SIGSIG;LUDO;10954
AZUAY;SIGSIG;SAN BARTOLOME;10955
AZUAY;SIGSIG;SAN JOSE DE RARANGA;10956
AZUAY;OÑA;SAN FELIPE DE OÑA;11050
AZUAY;OÑA;SUSUDEL;11051
AZUAY;CHORDELEG;CHORDELEG;11150
AZUAY;CHORDELEG;PRINCIPAL;11151
AZUAY;CHORDELEG;LA UNION;11152
AZUAY;CHORDELEG;LUIS GALARZA ORELLANA (CAB.EN DELEGSOL) ;11153
AZUAY;CHORDELEG;SAN MARTIN DE PUZHIO;11154
AZUAY;EL PAN; EL PAN;11250
AZUAY;EL PAN;SAN VICENTE;11253
AZUAY;SEVILLA DE ORO; SEVILLA DE ORO;11350
AZUAY;SEVILLA DE ORO;AMALUZA;11351
AZUAY;SEVILLA DE ORO;PALMAS;11352
AZUAY;GUACHAPALA; GUACHAPALA;11450
AZUAY;CAMILO PONCE ENRIQUEZ;CAMILO PONCE ENRIQUEZ;11550
BOLIVAR;GUARANDA; GUARANDA;20150
BOLIVAR;GUARANDA;FACUNDO VELA;20151
BOLIVAR;GUARANDA;JULIO E. MORENO (CATANAHUAN GRANDE);20153
BOLIVAR;GUARANDA;SALINAS;20155
BOLIVAR;GUARANDA;SAN LORENZO;20156
BOLIVAR;GUARANDA;SAN SIMON (YACOTO);20157
BOLIVAR;GUARANDA;SANTAFE (SANTA FE);20158
BOLIVAR;GUARANDA;SIMIATUG;20159
BOLIVAR;GUARANDA;SAN LUIS DE PAMBIL;20160
BOLIVAR;CHILLANES; CHILLANES;20250
BOLIVAR;CHILLANES;SAN JOSE DEL TAMBO (TAMBOPAMBA);20251
BOLIVAR;CHIMBO;SAN JOSE DE CHIMBO;20350
BOLIVAR;CHIMBO;ASUNCION (ASANCOTO) ;20351
BOLIVAR;CHIMBO;MAGDALENA (CHAPACOTO);20353
BOLIVAR;CHIMBO;SAN SEBASTIAN;20354
BOLIVAR;CHIMBO;TELIMBELA;20355
BOLIVAR;ECHEANDIA; ECHEANDIA;20450
BOLIVAR;SAN MIGUEL;SAN MIGUEL;20550
BOLIVAR;SAN MIGUEL;BALSAPAMBA;20551
BOLIVAR;SAN MIGUEL;BILOVAN;20552
BOLIVAR;SAN MIGUEL;REGULO DE MORA;20553
BOLIVAR;SAN MIGUEL;SAN PABLO  (SAN PABLO DE ATENAS);20554
BOLIVAR;SAN MIGUEL;SANTIAGO;20555
BOLIVAR;SAN MIGUEL;SAN VICENTE;20556
BOLIVAR;CALUMA; CALUMA ;20650
BOLIVAR;LAS NAVES; LAS NAVES;20750
CAÑAR;AZOGUES;AZOGUES;30150
CAÑAR;AZOGUES;COJITAMBO;30151
CAÑAR;AZOGUES;GUAPAN;30153
CAÑAR;AZOGUES;JAVIER LOYOLA (CHUQUIPATA) ;30154
CAÑAR;AZOGUES;LUIS CORDERO;30155
CAÑAR;AZOGUES;PINDILIG;30156
CAÑAR;AZOGUES;RIVERA;30157
CAÑAR;AZOGUES;SAN MIGUEL;30158
CAÑAR;AZOGUES;TADAY;30160
CAÑAR;BIBLIAN; BIBLIAN;30250
CAÑAR;BIBLIAN;NAZON (CAB. EN PAMPA DE DOMINGUEZ);30251
CAÑAR;BIBLIAN;SAN FRANCISCO DE SAGEO;30252
CAÑAR;BIBLIAN;TURUPAMBA;30253
CAÑAR;BIBLIAN;JERUSALEN;30254
CAÑAR;CAÑAR;CAÑAR;30350
CAÑAR;CAÑAR;CHONTAMARCA;30351
CAÑAR;CAÑAR;CHOROCOPTE;30352
CAÑAR;CAÑAR;GENERAL MORALES (SOCARTE) ;30353
CAÑAR;CAÑAR;GUALLETURO;30354
CAÑAR;CAÑAR;HONORATO VASQUEZ (TAMBO VIEJO) ;30355
CAÑAR;CAÑAR;INGAPIRCA;30356
CAÑAR;CAÑAR;JUNCAL;30357
CAÑAR;CAÑAR;SAN ANTONIO;30358
CAÑAR;CAÑAR;ZHUD;30361
CAÑAR;CAÑAR;VENTURA;30362
CAÑAR;CAÑAR;DUCUR;30363
CAÑAR;LA TRONCAL; LA TRONCAL;30450
CAÑAR;LA TRONCAL;MANUEL J. CALLE;30451
CAÑAR;LA TRONCAL;PANCHO NEGRO;30452
CAÑAR;EL TAMBO;EL TAMBO ;30550
CAÑAR;DELEG; DELEG;30650
CAÑAR;DELEG;SOLANO;30651
CAÑAR;SUSCAL;SUSCAL;30750
CARCHI;TULCAN; TULCAN;40150
CARCHI;TULCAN;EL CARMELO (EL PUN) ;40151
CARCHI;TULCAN;JULIO ANDRADE (OREJUELA) ;40153
CARCHI;TULCAN;MALDONADO;40154
CARCHI;TULCAN;PIOTER;40155
CARCHI;TULCAN;TOBAR DONOSO (LA BOCANA DE CAMUMBI) ;40156
CARCHI;TULCAN;TUFIÑO;40157
CARCHI;TULCAN;URBINA (TAYA);40158
CARCHI;TULCAN;EL CHICAL;40159
CARCHI;TULCAN;SANTA MARTHA DE CUBA;40161
CARCHI;BOLIVAR; BOLIVAR;40250
CARCHI;BOLIVAR;GARCIA MORENO;40251
CARCHI;BOLIVAR;LOS ANDES;40252
CARCHI;BOLIVAR;MONTE OLIVO;40253
CARCHI;BOLIVAR;SAN VICENTE DE PUSIR;40254
CARCHI;BOLIVAR;SAN RAFAEL;40255
CARCHI;ESPEJO;EL ANGEL;40350
CARCHI;ESPEJO;EL GOALTAL;40351
CARCHI;ESPEJO;LA LIBERTAD (ALIZO);40352
CARCHI;ESPEJO;SAN ISIDRO;40353
CARCHI;MIRA;MIRA (CHONTAHUASI);40450
CARCHI;MIRA;CONCEPCION;40451
CARCHI;MIRA;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);40452
CARCHI;MIRA;JUAN MONTALVO (SAN IGNACIO DE QUIL);40453
CARCHI;MONTUFAR;SAN GABRIEL;40550
CARCHI;MONTUFAR;CRISTOBAL COLON;40551
CARCHI;MONTUFAR;CHITAN DE NAVARRETE;40552
CARCHI;MONTUFAR;FERNANDEZ SALVADOR;40553
CARCHI;MONTUFAR;LA PAZ;40554
CARCHI;MONTUFAR;PIARTAL;40555
CARCHI;SAN PEDRO DE HUACA;HUACA;40650
CARCHI;SAN PEDRO DE HUACA;MARISCAL SUCRE;40651
COTOPAXI;LATACUNGA;LATACUNGA;50150
COTOPAXI;LATACUNGA;ALAQUES (ALAQUEZ) ;50151
COTOPAXI;LATACUNGA;BELISARIO QUEVEDO (GUANAILIN);50152
COTOPAXI;LATACUNGA;GUAITACAMA (GUAYTACAMA) ;50153
COTOPAXI;LATACUNGA;JOSEGUANGO BAJO;50154
COTOPAXI;LATACUNGA;MULALO;50156
COTOPAXI;LATACUNGA;11 DE NOVIEMBRE (ILINCHISI);50157
COTOPAXI;LATACUNGA;POALO;50158
COTOPAXI;LATACUNGA;SAN JUAN DE PASTOCALLE;50159
COTOPAXI;LATACUNGA;TANICUCHI;50161
COTOPAXI;LATACUNGA;TOACASO;50162
COTOPAXI;LA MANA;LA MANA;50250
COTOPAXI;LA MANA;GUASAGANDA (CAB.EN GUASAGANDA CENTRO);50251
COTOPAXI;LA MANA;PUCAYACU;50252
COTOPAXI;PANGUA;EL CORAZON;50350
COTOPAXI;PANGUA;MORASPUNGO;50351
COTOPAXI;PANGUA;PINLLOPATA;50352
COTOPAXI;PANGUA;RAMON CAMPAÑA;50353
COTOPAXI;PUJILI;PUJILI;50450
COTOPAXI;PUJILI;ANGAMARCA;50451
COTOPAXI;PUJILI;GUANGAJE;50453
COTOPAXI;PUJILI;LA VICTORIA;50455
COTOPAXI;PUJILI;PILALO;50456
COTOPAXI;PUJILI;TINGO;50457
COTOPAXI;PUJILI;ZUMBAHUA;50458
COTOPAXI;SALCEDO;SAN MIGUEL;50550
COTOPAXI;SALCEDO;ANTONIO JOSE HOLGUIN  (SANTA LUCIA);50551
COTOPAXI;SALCEDO;CUSUBAMBA;50552
COTOPAXI;SALCEDO;MULALILLO;50553
COTOPAXI;SALCEDO;MULLIQUINDIL (SANTA ANA);50554
COTOPAXI;SALCEDO;PANSALEO;50555
COTOPAXI;SAQUISILI;SAQUISILI, ;50650
COTOPAXI;SAQUISILI;CANCHAGUA;50651
COTOPAXI;SAQUISILI;CHANTILIN;50652
COTOPAXI;SAQUISILI;COCHAPAMBA;50653
COTOPAXI;SIGCHOS;SIGCHOS;50750
COTOPAXI;SIGCHOS;CHUGCHILLAN;50751
COTOPAXI;SIGCHOS;ISINLIVI;50752
COTOPAXI;SIGCHOS;LAS PAMPAS;50753
COTOPAXI;SIGCHOS;PALO QUEMADO;50754
CHIMBORAZO;RIOBAMBA;RIOBAMBA;60150
CHIMBORAZO;RIOBAMBA;CACHA (CAB. EN MACHANGARA) ;60151
CHIMBORAZO;RIOBAMBA;CALPI;60152
CHIMBORAZO;RIOBAMBA;CUBIJIES;60153
CHIMBORAZO;RIOBAMBA;FLORES;60154
CHIMBORAZO;RIOBAMBA;LICAN;60155
CHIMBORAZO;RIOBAMBA;LICTO;60156
CHIMBORAZO;RIOBAMBA;PUNGALA;60157
CHIMBORAZO;RIOBAMBA;PUNIN;60158
CHIMBORAZO;RIOBAMBA;QUIMIAG;60159
CHIMBORAZO;RIOBAMBA;SAN JUAN;60160
CHIMBORAZO;RIOBAMBA;SAN LUIS;60161
CHIMBORAZO;ALAUSI;ALAUSI;60250
CHIMBORAZO;ALAUSI;ACHUPALLAS;60251
CHIMBORAZO;ALAUSI;GUASUNTOS;60253
CHIMBORAZO;ALAUSI;HUIGRA;60254
CHIMBORAZO;ALAUSI;MULTITUD;60255
CHIMBORAZO;ALAUSI;PISTISHI (NARIZ DEL DIABLO);60256
CHIMBORAZO;ALAUSI;PUMALLACTA;60257
CHIMBORAZO;ALAUSI;SEVILLA;60258
CHIMBORAZO;ALAUSI;SIBAMBE;60259
CHIMBORAZO;ALAUSI;TIXAN;60260
CHIMBORAZO;COLTA;VILLA LA UNION (CAJABAMBA);60350
CHIMBORAZO;COLTA;CAÑI;60351
CHIMBORAZO;COLTA;COLUMBE;60352
CHIMBORAZO;COLTA;JUAN DE VELASCO (PANGOR);60353
CHIMBORAZO;COLTA;SANTIAGO DE QUITO (CAB. EN SAN ANTONIO DE QUITO);60354
CHIMBORAZO;CHAMBO;CHAMBO;60450
CHIMBORAZO;CHUNCHI;CHUNCHI;60550
CHIMBORAZO;CHUNCHI;CAPZOL;60551
CHIMBORAZO;CHUNCHI;COMPUD;60552
CHIMBORAZO;CHUNCHI;GONZOL;60553
CHIMBORAZO;CHUNCHI;LLAGOS;60554
CHIMBORAZO;GUAMOTE;GUAMOTE;60650
CHIMBORAZO;GUAMOTE;CEBADAS;60651
CHIMBORAZO;GUAMOTE;PALMIRA;60652
CHIMBORAZO;GUANO;GUANO;60750
CHIMBORAZO;GUANO;GUANANDO;60751
CHIMBORAZO;GUANO;ILAPO;60752
CHIMBORAZO;GUANO;LA PROVIDENCIA;60753
CHIMBORAZO;GUANO;SAN ANDRES;60754
CHIMBORAZO;GUANO;SAN GERARDO DE PACAICAGUAN;60755
CHIMBORAZO;GUANO;SAN ISIDRO DE PATULU;60756
CHIMBORAZO;GUANO;SAN JOSE DEL CHAZO;60757
CHIMBORAZO;GUANO;SANTA FE DE GALAN;60758
CHIMBORAZO;GUANO;VALPARAISO;60759
CHIMBORAZO;PALLATANGA;PALLATANGA;60850
CHIMBORAZO;PENIPE;PENIPE;60950
CHIMBORAZO;PENIPE;EL ALTAR;60951
CHIMBORAZO;PENIPE;MATUS;60952
CHIMBORAZO;PENIPE;PUELA;60953
CHIMBORAZO;PENIPE;SAN ANTONIO DE BAYUSHIG;60954
CHIMBORAZO;PENIPE;LA CANDELARIA;60955
CHIMBORAZO;PENIPE;BILBAO (CAB.EN QUILLUYACU);60956
CHIMBORAZO;CUMANDA;CUMANDA;61050
EL ORO;MACHALA;MACHALA;70150
EL ORO;MACHALA;EL RETIRO;70152
EL ORO;ARENILLAS;ARENILLAS;70250
EL ORO;ARENILLAS;CHACRAS;70251
EL ORO;ARENILLAS;PALMALES;70254
EL ORO;ARENILLAS;CARCABON;70255
EL ORO;ATAHUALPA;PACCHA;70350
EL ORO;ATAHUALPA;AYAPAMBA;70351
EL ORO;ATAHUALPA;CORDONCILLO;70352
EL ORO;ATAHUALPA;MILAGRO;70353
EL ORO;ATAHUALPA;SAN JOSE;70354
EL ORO;ATAHUALPA;SAN JUAN DE CERRO AZUL;70355
EL ORO;BALSAS;BALSAS;70450
EL ORO;BALSAS;BELLAMARIA;70451
EL ORO;CHILLA;CHILLA;70550
EL ORO;EL GUABO;EL GUABO;70650
EL ORO;EL GUABO;BARBONES (SUCRE) ;70651
EL ORO;EL GUABO;LA IBERIA;70652
EL ORO;EL GUABO;TENDALES (CAB.EN PUERTO TENDALES);70653
EL ORO;EL GUABO;RIO BONITO;70654
EL ORO;HUAQUILLAS;HUAQUILLAS;70750
EL ORO;MARCABELI;MARCABELI;70850
EL ORO;MARCABELI;EL INGENIO;70851
EL ORO;PASAJE;PASAJE;70950
EL ORO;PASAJE;BUENAVISTA;70951
EL ORO;PASAJE;CASACAY;70952
EL ORO;PASAJE;LA PEAÑA;70953
EL ORO;PASAJE;PROGRESO;70954
EL ORO;PASAJE;UZHCURRUMI;70955
EL ORO;PASAJE;CAÑAQUEMADA ;70956
EL ORO;PIÑAS;PIÑAS;71050
EL ORO;PIÑAS;CAPIRO (CAB. EN LA CAPILLA DE CAPIRO);71051
EL ORO;PIÑAS;LA BOCANA;71052
EL ORO;PIÑAS;MOROMORO (CAB. EN EL VADO);71053
EL ORO;PIÑAS;PIEDRAS;71054
EL ORO;PIÑAS;SAN ROQUE (AMBROSIO MALDONADO);71055
EL ORO;PIÑAS;SARACAY;71056
EL ORO;PORTOVELO;PORTOVELO;71150
EL ORO;PORTOVELO;CURTINCAPA;71151
EL ORO;PORTOVELO;MORALES;71152
EL ORO;PORTOVELO;SALATI;71153
EL ORO;SANTA ROSA;SANTA ROSA;71250
EL ORO;SANTA ROSA;BELLAVISTA;71251
EL ORO;SANTA ROSA;JAMBELI;71252
EL ORO;SANTA ROSA;LA AVANZADA;71253
EL ORO;SANTA ROSA;SAN ANTONIO;71254
EL ORO;SANTA ROSA;TORATA;71255
EL ORO;SANTA ROSA;VICTORIA;71256
EL ORO;SANTA ROSA;BELLAMARIA;71257
EL ORO;ZARUMA;ZARUMA;71350
EL ORO;ZARUMA;ABAÑIN;71351
EL ORO;ZARUMA;ARCAPAMBA;71352
EL ORO;ZARUMA;GUANAZAN;71353
EL ORO;ZARUMA;GUIZHAGUIÑA;71354
EL ORO;ZARUMA;HUERTAS;71355
EL ORO;ZARUMA;MALVAS;71356
EL ORO;ZARUMA;MULUNCAY GRANDE;71357
EL ORO;ZARUMA;SINSAO;71358
EL ORO;ZARUMA;SALVIAS;71359
EL ORO;LAS LAJAS;LA VICTORIA;71450
EL ORO;LAS LAJAS;LA LIBERTAD;71451
EL ORO;LAS LAJAS;EL PARAISO ;71452
EL ORO;LAS LAJAS;SAN ISIDRO;71453
ESMERALDAS;ESMERALDAS;ESMERALDAS;80150
ESMERALDAS;ESMERALDAS;CAMARONES (CAB. EN SAN VICENTE) ;80152
ESMERALDAS;ESMERALDAS;CRNEL. CARLOS CONCHA TORRES (CAB.EN HUELE);80153
ESMERALDAS;ESMERALDAS;CHINCA;80154
ESMERALDAS;ESMERALDAS;MAJUA;80159
ESMERALDAS;ESMERALDAS;SAN MATEO;80163
ESMERALDAS;ESMERALDAS;TABIAZO;80165
ESMERALDAS;ESMERALDAS;TACHINA;80166
ESMERALDAS;ESMERALDAS;VUELTA LARGA;80168
ESMERALDAS;ELOY ALFARO;VALDEZ (LIMONES);80250
ESMERALDAS;ELOY ALFARO;ANCHAYACU;80251
ESMERALDAS;ELOY ALFARO;ATAHUALPA (CAB. EN CAMARONES) ;80252
ESMERALDAS;ELOY ALFARO;BORBON;80253
ESMERALDAS;ELOY ALFARO;LA TOLA;80254
ESMERALDAS;ELOY ALFARO;LUIS VARGAS TORRES (CAB. EN PLAYA DE ORO);80255
ESMERALDAS;ELOY ALFARO;MALDONADO;80256
ESMERALDAS;ELOY ALFARO;PAMPANAL DE BOLIVAR     ;80257
ESMERALDAS;ELOY ALFARO;SAN FRANCISCO DE ONZOLE;80258
ESMERALDAS;ELOY ALFARO;SANTO DOMINGO DE ONZOLE;80259
ESMERALDAS;ELOY ALFARO;SELVA ALEGRE;80260
ESMERALDAS;ELOY ALFARO;TELEMBI;80261
ESMERALDAS;ELOY ALFARO;COLON ELOY DEL MARIA;80262
ESMERALDAS;ELOY ALFARO;SAN JOSE DE CAYAPAS;80263
ESMERALDAS;ELOY ALFARO;TIMBIRE  ;80264
ESMERALDAS;MUISNE;MUISNE;80350
ESMERALDAS;MUISNE;BOLIVAR;80351
ESMERALDAS;MUISNE;DAULE;80352
ESMERALDAS;MUISNE;GALERA;80353
ESMERALDAS;MUISNE;QUINGUE (OLMEDO PERDOMO FRANCO) ;80354
ESMERALDAS;MUISNE;SALIMA;80355
ESMERALDAS;MUISNE;SAN FRANCISCO;80356
ESMERALDAS;MUISNE;SAN GREGORIO;80357
ESMERALDAS;MUISNE;SAN JOSE DE CHAMANGA (CAB.EN CHAMANGA);80358
ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);80450
ESMERALDAS;QUININDE;CUBE;80451
ESMERALDAS;QUININDE;CHURA (CHANCAMA) (CAB. EN EL YERBERO);80452
ESMERALDAS;QUININDE;MALIMPIA;80453
ESMERALDAS;QUININDE;VICHE;80454
ESMERALDAS;QUININDE;LA UNION;80455
ESMERALDAS;SAN LORENZO;SAN LORENZO;80550
ESMERALDAS;SAN LORENZO;ALTO TAMBO (CAB. EN GUADUAL) ;80551
ESMERALDAS;SAN LORENZO;ANCON (PICHANGAL) (CAB. EN PALMA REAL) ;80552
ESMERALDAS;SAN LORENZO;CALDERON;80553
ESMERALDAS;SAN LORENZO;CARONDELET;80554
ESMERALDAS;SAN LORENZO;5 DE JUNIO (CAB. EN UIMBI) ;80555
ESMERALDAS;SAN LORENZO;CONCEPCION;80556
ESMERALDAS;SAN LORENZO;MATAJE (CAB. EN SANTANDER);80557
ESMERALDAS;SAN LORENZO;SAN JAVIER DE CACHAVI (CAB. EN SAN JAVIER) ;80558
ESMERALDAS;SAN LORENZO;SANTA RITA;80559
ESMERALDAS;SAN LORENZO;TAMBILLO;80560
ESMERALDAS;SAN LORENZO;TULULBI (CAB. EN RICAURTE);80561
ESMERALDAS;SAN LORENZO;URBINA;80562
ESMERALDAS;ATACAMES;ATACAMES;80650
ESMERALDAS;ATACAMES;LA UNION;80651
ESMERALDAS;ATACAMES;SUA  (CAB. EN LA BOCANA) ;80652
ESMERALDAS;ATACAMES;TONCHIGÜE;80653
ESMERALDAS;ATACAMES;TONSUPA;80654
ESMERALDAS;RIOVERDE;RIOVERDE;80750
ESMERALDAS;RIOVERDE;CHONTADURO;80751
ESMERALDAS;RIOVERDE;CHUMUNDE ;80752
ESMERALDAS;RIOVERDE;LAGARTO;80753
ESMERALDAS;RIOVERDE;MONTALVO (CAB. EN HORQUETA) ;80754
ESMERALDAS;RIOVERDE;ROCAFUERTE;80755
ESMERALDAS;LA CONCORDIA;LA CONCORDIA;80850
GUAYAS;GUAYAQUIL;GUAYAQUIL;90150
GUAYAS;GUAYAQUIL;JUAN GOMEZ RENDON (PROGRESO) ;90152
GUAYAS;GUAYAQUIL;MORRO;90153
GUAYAS;GUAYAQUIL;POSORJA;90156
GUAYAS;GUAYAQUIL;PUNA;90157
GUAYAS;GUAYAQUIL;TENGUEL;90158
GUAYAS;ALFREDO BAQUERIZO MORENO (JUJAN);ALFREDO BAQUERIZO MORENO (JUJAN);90250
GUAYAS;BALAO;BALAO;90350
GUAYAS;BALZAR;BALZAR;90450
GUAYAS;COLIMES;COLIMES;90550
GUAYAS;COLIMES;SAN JACINTO;90551
GUAYAS;DAULE;DAULE;90650
GUAYAS;DAULE;JUAN BAUTISTA AGUIRRE (LOS TINTOS) ;90652
GUAYAS;DAULE;LAUREL;90653
GUAYAS;DAULE;LIMONAL;90654
GUAYAS;DAULE;LOS LOJAS (ENRIQUE BAQUERIZO MORENO);90656
GUAYAS;DURAN;ELOY ALFARO (DURAN);90750
GUAYAS;EL EMPALME;VELASCO IBARRA (EL EMPALME);90850
GUAYAS;EL EMPALME;GUAYAS (PUEBLO NUEVO) ;90851
GUAYAS;EL EMPALME;EL ROSARIO;90852
GUAYAS;EL TRIUNFO;EL TRIUNFO;90950
GUAYAS;MILAGRO;MILAGRO;91050
GUAYAS;MILAGRO;CHOBO;91051
GUAYAS;MILAGRO;MARISCAL SUCRE (HUAQUES);91053
GUAYAS;MILAGRO;ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA) ;91054
GUAYAS;NARANJAL;NARANJAL;91150
GUAYAS;NARANJAL;JESUS MARIA;91151
GUAYAS;NARANJAL;SAN CARLOS;91152
GUAYAS;NARANJAL;SANTA ROSA DE FLANDES;91153
GUAYAS;NARANJAL;TAURA;91154
GUAYAS;NARANJITO;NARANJITO;91250
GUAYAS;PALESTINA;PALESTINA;91350
GUAYAS;PEDRO CARBO;PEDRO CARBO;91450
GUAYAS;PEDRO CARBO;VALLE DE LA VIRGEN ;91451
GUAYAS;PEDRO CARBO;SABANILLA;91452
GUAYAS;SAMBORONDON;SAMBORONDON;91650
GUAYAS;SAMBORONDON;TARIFA;91651
GUAYAS;SANTA LUCIA;SANTA LUCIA;91850
GUAYAS;SALITRE (URBINA JADO);EL SALITRE (LAS RAMAS);91950
GUAYAS;SALITRE (URBINA JADO);GRAL. VERNAZA (DOS ESTEROS) ;91951
GUAYAS;SALITRE (URBINA JADO);LA VICTORIA (ÑAUZA);91952
GUAYAS;SALITRE (URBINA JADO);JUNQUILLAL;91953
GUAYAS;SAN JACINTO DE YAGUACHI;SAN JACINTO DE YAGUACHI;92050
GUAYAS;SAN JACINTO DE YAGUACHI;GRAL. PEDRO J. MONTERO (BOLICHE) ;92053
GUAYAS;SAN JACINTO DE YAGUACHI;YAGUACHI VIEJO (CONE);92055
GUAYAS;SAN JACINTO DE YAGUACHI;VIRGEN DE FATIMA;92056
GUAYAS;PLAYAS;GENERAL VILLAMIL (PLAYAS);92150
GUAYAS;SIMON BOLIVAR;SIMON BOLIVAR;92250
GUAYAS;SIMON BOLIVAR;CRNEL.LORENZO DE GARAICOA (PEDREGAL);92251
GUAYAS;CORONEL MARCELINO MARIDUEÑA;CORONEL MARCELINO MARIDUEÑA (SAN CARLOS);92350
GUAYAS;LOMAS DE SARGENTILLO;LOMAS DE SARGENTILLO;92450
GUAYAS;NOBOL;NARCISA DE JESUS;92550
GUAYAS;GENERAL ANTONIO ELIZALDE;GENERAL ANTONIO ELIZALDE (BUCAY);92750
GUAYAS;ISIDRO AYORA;ISIDRO AYORA;92850
IMBABURA;IBARRA;SAN MIGUEL DE IBARRA;100150
IMBABURA;IBARRA;AMBUQUI;100151
IMBABURA;IBARRA;ANGOCHAGUA;100152
IMBABURA;IBARRA;CAROLINA;100153
IMBABURA;IBARRA;LA ESPERANZA;100154
IMBABURA;IBARRA;LITA;100155
IMBABURA;IBARRA;SALINAS;100156
IMBABURA;IBARRA;SAN ANTONIO;100157
IMBABURA;ANTONIO ANTE;ATUNTAQUI;100250
IMBABURA;ANTONIO ANTE;IMBAYA (SAN LUIS DE COBUENDO) ;100251
IMBABURA;ANTONIO ANTE;SAN FRANCISCO DE NATABUELA;100252
IMBABURA;ANTONIO ANTE;SAN JOSE DE CHALTURA;100253
IMBABURA;ANTONIO ANTE;SAN ROQUE;100254
IMBABURA;COTACACHI;COTACACHI;100350
IMBABURA;COTACACHI;APUELA;100351
IMBABURA;COTACACHI;GARCIA MORENO  (LLURIMAGUA) ;100352
IMBABURA;COTACACHI;IMANTAG;100353
IMBABURA;COTACACHI;PEÑAHERRERA;100354
IMBABURA;COTACACHI;PLAZA GUTIERREZ;100355
IMBABURA;COTACACHI;QUIROGA;100356
IMBABURA;COTACACHI;6 DE JULIO DE CUELLAJE (CAB. EN CUELLAJE);100357
IMBABURA;COTACACHI;VACAS GALINDO (EL CHURO) (CAB.EN SAN MIGUEL ALTO);100358
IMBABURA;OTAVALO;OTAVALO;100450
IMBABURA;OTAVALO;DR. MIGUEL EGAS CABEZAS (PEGUCHE) ;100451
IMBABURA;OTAVALO;EUGENIO ESPEJO (CALPAQUI) ;100452
IMBABURA;OTAVALO;GONZALEZ SUAREZ;100453
IMBABURA;OTAVALO;PATAQUI;100454
IMBABURA;OTAVALO;SAN JOSE DE QUICHINCHE ;100455
IMBABURA;OTAVALO;SAN JUAN DE ILUMAN;100456
IMBABURA;OTAVALO;SAN PABLO;100457
